testDate,expression,movement,quality,benchmarkPct
20/05/2024,dynamic,jump,take off,0.62
25/05/2024,isometric,jump,land,
31/05/2024,isometric,agility,deceleration,1.1365
01/06/2024,dynamic,jump,land,0.664
04/06/2024,dynamic,agility,acceleration,0.43
09/06/2024,dynamic,upper body,pull,0.876
10/06/2024,dynamic,jump,pre-load,0.4655
18/06/2024,isometric,jump,pre-load,0.49
21/06/2024,dynamic,agility,acceleration,0.436
29/06/2024,isometric,sprint,acceleration,0.49
11/07/2024,isometric,jump,land,0.42
17/07/2024,isometric,upper body,push,0.922
18/07/2024,isometric,jump,pre-load,0.685
23/07/2024,isometric,jump,land,0.39
07/08/2024,isometric,upper body,pull,
13/09/2024,isometric,jump,land,0.368
13/09/2024,isometric,upper body,push,0.936
20/09/2024,isometric,agility,deceleration,0.869
22/09/2024,isometric,jump,pre-load,0.72
25/09/2024,dynamic,sprint,acceleration,0.494
25/09/2024,isometric,sprint,max velocity,0.6975
30/09/2024,isometric,upper body,pull,
18/10/2024,isometric,sprint,acceleration,0.72
26/10/2024,isometric,jump,take off,0.444
31/10/2024,isometric,upper body,push,0.936
12/11/2024,isometric,agility,deceleration,0.866
15/11/2024,isometric,sprint,acceleration,0.7515
20/11/2024,dynamic,jump,pre-load,0.57
22/11/2024,dynamic,agility,acceleration,0.47
02/12/2024,dynamic,sprint,acceleration,0.498
06/12/2024,isometric,agility,acceleration,0.796
08/12/2024,isometric,sprint,max velocity,0.685
09/12/2024,dynamic,agility,deceleration,0.876
09/12/2024,dynamic,sprint,max velocity,0.662
25/12/2024,isometric,agility,deceleration,0.9155
17/01/2025,dynamic,sprint,acceleration,0.5
21/01/2025,dynamic,sprint,acceleration,0.5
15/02/2025,dynamic,jump,take off,0.68
03/03/2025,dynamic,jump,take off,0.6895
04/03/2025,isometric,agility,acceleration,0.787
05/03/2025,dynamic,agility,deceleration,0.88
07/07/2023,dynamic,agility,acceleration,0.32
10/07/2023,isometric,agility,rotate,
11/07/2023,isometric,jump,take off,
17/07/2023,dynamic,jump,take off,0.74
23/07/2023,dynamic,agility,deceleration,0.8525
01/08/2023,isometric,sprint,acceleration,
02/08/2023,dynamic,agility,deceleration,0.8525
07/08/2023,isometric,agility,acceleration,
07/08/2023,dynamic,sprint,max velocity,0.67
15/08/2023,dynamic,jump,land,0.69
22/08/2023,isometric,agility,deceleration,1.0395
27/08/2023,isometric,sprint,max velocity,
31/08/2023,isometric,jump,pre-load,0.52
07/09/2023,isometric,upper body,grapple,
09/09/2023,isometric,upper body,grapple,
13/09/2023,isometric,upper body,pull,
16/09/2023,isometric,agility,deceleration,1.0395
18/09/2023,isometric,sprint,max velocity,
25/09/2023,dynamic,upper body,push,0.4305
02/10/2023,isometric,jump,pre-load,0.52
09/10/2023,isometric,agility,rotate,
29/10/2023,dynamic,agility,deceleration,0.871
11/11/2023,isometric,agility,acceleration,0.52
13/11/2023,dynamic,upper body,push,0.43
15/11/2023,dynamic,agility,deceleration,0.871
26/11/2023,isometric,agility,rotate,
01/12/2023,isometric,upper body,grapple,
01/12/2023,dynamic,agility,deceleration,0.87
18/12/2023,isometric,jump,take off,
19/12/2023,isometric,sprint,max velocity,
25/12/2023,isometric,upper body,grapple,
28/12/2023,isometric,upper body,pull,
01/01/2024,dynamic,jump,pre-load,0.484
02/01/2024,isometric,jump,pre-load,0.52
04/01/2024,isometric,agility,deceleration,1.112
10/01/2024,dynamic,agility,acceleration,0.43
15/01/2024,dynamic,agility,acceleration,0.43
22/01/2024,isometric,jump,take off,
23/01/2024,dynamic,agility,deceleration,0.879
27/01/2024,dynamic,upper body,pull,0.879
27/01/2024,dynamic,agility,deceleration,0.879
28/01/2024,isometric,agility,rotate,
01/02/2024,isometric,upper body,push,0.772
04/02/2024,isometric,jump,take off,
05/02/2024,dynamic,jump,pre-load,0.53
11/02/2024,dynamic,sprint,acceleration,0.4345
17/02/2024,dynamic,upper body,pull,0.89
18/02/2024,dynamic,jump,pre-load,0.476
18/02/2024,isometric,agility,deceleration,1.148
26/02/2024,isometric,upper body,push,0.704
26/02/2024,dynamic,sprint,max velocity,0.637
05/03/2024,isometric,sprint,max velocity,
09/03/2024,isometric,upper body,push,0.704
15/03/2024,isometric,upper body,grapple,
16/03/2024,dynamic,sprint,max velocity,0.637
20/03/2024,isometric,upper body,push,0.704
21/03/2024,isometric,upper body,pull,
22/03/2024,dynamic,jump,take off,0.6525
26/03/2024,dynamic,sprint,acceleration,0.4445
24/04/2024,isometric,jump,take off,
25/04/2024,dynamic,sprint,max velocity,0.628
26/04/2024,dynamic,upper body,pull,0.89
06/06/2024,isometric,sprint,acceleration,0.49
08/06/2024,dynamic,agility,acceleration,0.43
11/06/2024,dynamic,jump,take off,0.62
13/06/2024,dynamic,upper body,push,0.43
18/06/2024,dynamic,upper body,pull,0.89
18/06/2024,dynamic,sprint,acceleration,0.43
24/06/2024,isometric,sprint,acceleration,0.49
26/06/2024,dynamic,agility,deceleration,0.89
02/07/2024,isometric,agility,acceleration,0.46
05/07/2024,isometric,jump,take off,0.1
06/07/2024,dynamic,jump,land,0.652
16/07/2024,isometric,jump,land,0.3975
28/07/2024,isometric,agility,rotate,0.278
13/08/2024,isometric,upper body,pull,
02/09/2024,isometric,agility,rotate,0.6405
03/09/2024,isometric,jump,take off,0.33
04/09/2024,isometric,sprint,acceleration,0.729
16/09/2024,dynamic,jump,land,0.6495
20/09/2024,dynamic,jump,take off,0.7055
28/09/2024,isometric,jump,pre-load,0.72
29/09/2024,isometric,jump,pre-load,0.72
16/10/2024,isometric,jump,take off,0.426
03/11/2024,dynamic,agility,acceleration,0.486
05/11/2024,isometric,upper body,grapple,0.6795
08/11/2024,isometric,agility,deceleration,0.866
10/11/2024,isometric,agility,deceleration,0.866
20/11/2024,isometric,agility,rotate,0.6895
04/12/2024,dynamic,upper body,push,0.498
06/12/2024,dynamic,upper body,pull,0.876
25/12/2024,dynamic,sprint,max velocity,0.6645
28/12/2024,isometric,jump,land,0.42
31/12/2024,dynamic,sprint,acceleration,0.498
03/01/2025,dynamic,upper body,pull,0.856
04/01/2025,isometric,agility,deceleration,0.92
05/01/2025,isometric,agility,rotate,0.6705
09/01/2025,isometric,agility,acceleration,0.79
18/01/2025,dynamic,agility,acceleration,0.5
07/02/2025,isometric,upper body,push,0.96
12/02/2025,isometric,sprint,max velocity,0.728
27/02/2025,isometric,jump,land,0.3955
02/03/2025,dynamic,agility,acceleration,0.495
05/03/2025,isometric,upper body,grapple,0.6385
12/03/2025,dynamic,agility,acceleration,0.49
06/07/2023,isometric,jump,take off,
11/07/2023,isometric,jump,land,
25/07/2023,isometric,upper body,grapple,
03/08/2023,dynamic,upper body,push,0.39
06/08/2023,dynamic,upper body,push,0.39
07/08/2023,dynamic,jump,take off,0.7365
15/08/2023,isometric,upper body,push,
20/08/2023,dynamic,jump,pre-load,0.516
24/08/2023,isometric,upper body,grapple,
29/08/2023,dynamic,agility,acceleration,0.388
29/08/2023,dynamic,sprint,acceleration,0.388
08/09/2023,dynamic,agility,acceleration,0.388
12/09/2023,dynamic,upper body,pull,0.877
13/09/2023,isometric,jump,take off,
01/10/2023,isometric,agility,acceleration,0.52
11/10/2023,dynamic,sprint,acceleration,0.4305
16/10/2023,dynamic,agility,acceleration,0.4305
17/10/2023,isometric,jump,take off,
18/10/2023,dynamic,agility,deceleration,0.871
25/10/2023,isometric,upper body,pull,
29/10/2023,isometric,agility,acceleration,0.52
02/11/2023,dynamic,upper body,push,0.4305
05/11/2023,dynamic,upper body,pull,0.871
06/11/2023,isometric,agility,rotate,
09/11/2023,isometric,upper body,pull,
18/11/2023,isometric,agility,rotate,
17/12/2023,dynamic,sprint,acceleration,0.43
22/12/2023,isometric,agility,deceleration,1.112
25/12/2023,dynamic,upper body,pull,0.87
25/12/2023,dynamic,sprint,acceleration,0.43
26/12/2023,isometric,sprint,acceleration,0.52
27/12/2023,isometric,upper body,push,0.664
27/12/2023,dynamic,sprint,max velocity,0.634
31/12/2023,isometric,upper body,pull,
01/01/2024,dynamic,jump,land,0.674
23/01/2024,dynamic,sprint,acceleration,0.4345
24/01/2024,isometric,agility,acceleration,0.52
08/02/2024,isometric,upper body,push,0.772
10/02/2024,isometric,jump,take off,
22/02/2024,isometric,agility,acceleration,0.52
27/02/2024,isometric,agility,deceleration,1.148
02/03/2024,dynamic,agility,deceleration,0.89
08/03/2024,dynamic,agility,acceleration,0.4445
11/03/2024,isometric,upper body,grapple,
17/03/2024,dynamic,sprint,acceleration,0.4445
30/03/2024,isometric,upper body,grapple,
31/03/2024,isometric,jump,pre-load,0.52
13/04/2024,dynamic,upper body,pull,0.89
19/04/2024,isometric,jump,pre-load,0.52
20/04/2024,isometric,agility,deceleration,1.1365
28/04/2024,isometric,agility,acceleration,0.52
09/05/2024,isometric,jump,land,
14/05/2024,isometric,upper body,pull,
14/05/2024,isometric,upper body,push,0.704
16/05/2024,dynamic,jump,pre-load,0.483
18/05/2024,isometric,jump,pre-load,0.49
28/05/2024,dynamic,agility,acceleration,0.43
18/06/2024,dynamic,sprint,max velocity,0.625
24/06/2024,isometric,jump,pre-load,0.49
28/06/2024,isometric,upper body,pull,
06/07/2024,dynamic,upper body,pull,0.89
06/07/2024,isometric,sprint,acceleration,0.46
17/07/2024,isometric,agility,acceleration,0.685
22/07/2024,dynamic,agility,deceleration,0.855
25/08/2024,dynamic,sprint,acceleration,0.428
01/09/2024,dynamic,sprint,max velocity,0.6795
05/09/2024,isometric,sprint,acceleration,0.7275
07/09/2024,isometric,upper body,grapple,0.6315
12/09/2024,isometric,agility,rotate,0.6315
24/09/2024,dynamic,agility,acceleration,0.494
27/09/2024,isometric,jump,land,0.426
28/09/2024,isometric,upper body,pull,
29/09/2024,dynamic,upper body,pull,0.896
30/09/2024,dynamic,jump,land,0.648
05/10/2024,dynamic,jump,land,0.648
06/10/2024,isometric,agility,acceleration,0.6925
10/11/2024,isometric,jump,land,0.39
26/11/2024,dynamic,jump,take off,0.69
27/11/2024,dynamic,upper body,pull,0.88
28/11/2024,dynamic,upper body,push,0.47
01/12/2024,isometric,sprint,acceleration,0.79
02/12/2024,isometric,upper body,pull,
03/12/2024,dynamic,sprint,max velocity,0.662
11/12/2024,isometric,jump,take off,0.4
14/12/2024,dynamic,sprint,max velocity,0.658
20/12/2024,isometric,sprint,acceleration,0.796
05/01/2025,isometric,jump,pre-load,0.79
07/01/2025,isometric,jump,pre-load,0.79
16/01/2025,dynamic,upper body,push,0.5
03/02/2025,isometric,sprint,max velocity,0.749
05/02/2025,isometric,upper body,pull,0.8125
22/02/2025,dynamic,upper body,push,0.495
17/07/2023,isometric,agility,acceleration,
20/07/2023,dynamic,sprint,acceleration,0.33
04/08/2023,dynamic,sprint,acceleration,0.39
31/08/2023,isometric,agility,acceleration,0.52
15/09/2023,dynamic,sprint,max velocity,0.5845
21/09/2023,isometric,jump,land,
22/09/2023,dynamic,agility,acceleration,0.4305
25/09/2023,isometric,upper body,grapple,
05/10/2023,isometric,jump,take off,
10/10/2023,isometric,agility,acceleration,0.52
13/10/2023,dynamic,upper body,pull,0.871
15/10/2023,dynamic,agility,acceleration,0.4305
20/10/2023,isometric,upper body,push,0.67
23/10/2023,isometric,agility,acceleration,0.52
27/10/2023,isometric,sprint,acceleration,0.52
13/11/2023,dynamic,upper body,pull,0.871
21/11/2023,isometric,jump,pre-load,0.52
22/11/2023,isometric,upper body,pull,
27/11/2023,isometric,jump,take off,
06/12/2023,isometric,upper body,push,0.664
06/12/2023,isometric,sprint,acceleration,0.52
13/12/2023,dynamic,agility,acceleration,0.43
19/12/2023,isometric,jump,land,
23/12/2023,dynamic,agility,acceleration,0.43
28/12/2023,isometric,jump,land,
28/12/2023,dynamic,sprint,acceleration,0.426
28/12/2023,isometric,sprint,max velocity,
10/01/2024,isometric,sprint,acceleration,0.52
11/01/2024,isometric,upper body,push,0.687
02/02/2024,dynamic,jump,take off,0.64
03/02/2024,isometric,upper body,pull,
04/02/2024,dynamic,sprint,max velocity,0.646
08/02/2024,isometric,jump,pre-load,0.52
12/02/2024,isometric,agility,acceleration,0.52
13/02/2024,isometric,sprint,max velocity,
29/02/2024,dynamic,jump,land,0.668
13/03/2024,dynamic,jump,pre-load,0.524
29/03/2024,isometric,agility,acceleration,0.52
30/03/2024,isometric,agility,deceleration,1.138
04/04/2024,isometric,upper body,grapple,
15/04/2024,isometric,agility,deceleration,1.1365
18/04/2024,dynamic,upper body,push,0.43
21/04/2024,dynamic,jump,land,0.655
01/05/2024,isometric,agility,deceleration,1.1365
06/05/2024,dynamic,sprint,max velocity,0.628
10/05/2024,dynamic,upper body,push,0.43
13/05/2024,dynamic,agility,deceleration,0.876
18/05/2024,dynamic,jump,pre-load,0.4555
19/05/2024,dynamic,jump,pre-load,0.4555
19/05/2024,dynamic,upper body,push,0.43
23/05/2024,dynamic,upper body,pull,0.876
26/05/2024,isometric,upper body,pull,
27/05/2024,dynamic,upper body,pull,0.876
12/06/2024,isometric,agility,acceleration,0.49
12/06/2024,dynamic,agility,deceleration,0.876
13/06/2024,isometric,sprint,acceleration,0.49
25/06/2024,dynamic,jump,pre-load,0.4655
30/06/2024,dynamic,jump,land,0.723
05/07/2024,isometric,agility,rotate,
20/07/2024,isometric,upper body,grapple,0.278
25/07/2024,dynamic,jump,pre-load,0.466
12/08/2024,dynamic,upper body,pull,0.852
21/08/2024,isometric,jump,land,0.363
28/08/2024,dynamic,jump,land,0.641
04/09/2024,dynamic,upper body,pull,0.9
06/09/2024,isometric,agility,rotate,0.6315
10/09/2024,isometric,jump,pre-load,0.7275
12/09/2024,dynamic,upper body,pull,0.9
15/09/2024,isometric,agility,acceleration,0.7275
19/09/2024,isometric,sprint,max velocity,0.6975
21/09/2024,dynamic,sprint,max velocity,0.6765
07/10/2024,dynamic,agility,deceleration,0.896
20/10/2024,dynamic,jump,land,0.666
31/10/2024,dynamic,sprint,acceleration,0.486
02/11/2024,isometric,sprint,max velocity,0.68
04/11/2024,dynamic,agility,acceleration,0.486
12/11/2024,isometric,sprint,max velocity,0.6325
18/11/2024,dynamic,sprint,max velocity,0.6635
19/11/2024,isometric,agility,rotate,0.6895
26/11/2024,dynamic,sprint,max velocity,0.662
06/12/2024,dynamic,jump,pre-load,0.557
06/12/2024,isometric,sprint,max velocity,0.685
16/12/2024,dynamic,jump,pre-load,0.557
24/12/2024,isometric,upper body,pull,0.46
25/12/2024,dynamic,jump,pre-load,0.5305
25/12/2024,isometric,sprint,acceleration,0.79
27/12/2024,isometric,agility,acceleration,0.79
29/12/2024,isometric,upper body,push,0.876
06/01/2025,isometric,sprint,max velocity,0.664
09/01/2025,dynamic,jump,land,0.7365
22/01/2025,isometric,jump,pre-load,0.7475
22/01/2025,isometric,agility,deceleration,0.955
28/01/2025,dynamic,jump,take off,0.69
29/01/2025,isometric,sprint,max velocity,0.749
30/01/2025,dynamic,jump,pre-load,0.53
24/02/2025,isometric,agility,deceleration,0.96
10/03/2025,isometric,jump,land,0.3955
02/07/2023,dynamic,agility,deceleration,0.842
12/07/2023,dynamic,jump,pre-load,0.662
14/07/2023,isometric,agility,acceleration,
18/07/2023,isometric,upper body,pull,
21/07/2023,dynamic,upper body,pull,0.8525
13/08/2023,isometric,agility,acceleration,
21/08/2023,isometric,jump,land,
02/09/2023,isometric,jump,take off,
10/09/2023,dynamic,upper body,push,0.388
11/09/2023,isometric,agility,acceleration,0.52
12/09/2023,isometric,upper body,grapple,
18/09/2023,isometric,sprint,acceleration,0.52
20/09/2023,isometric,agility,rotate,
30/09/2023,dynamic,jump,take off,0.711
08/10/2023,dynamic,jump,land,0.6615
08/10/2023,isometric,upper body,pull,
10/10/2023,isometric,jump,land,
11/10/2023,isometric,sprint,acceleration,0.52
13/10/2023,isometric,jump,land,
15/10/2023,isometric,sprint,max velocity,
19/10/2023,dynamic,jump,land,0.6615
20/10/2023,isometric,sprint,acceleration,0.52
24/10/2023,isometric,agility,acceleration,0.52
01/11/2023,dynamic,sprint,acceleration,0.4305
03/11/2023,isometric,agility,rotate,
10/11/2023,isometric,jump,pre-load,0.52
12/12/2023,isometric,upper body,push,0.664
16/12/2023,dynamic,upper body,pull,0.87
17/12/2023,isometric,jump,take off,
18/12/2023,dynamic,upper body,push,0.43
02/01/2024,dynamic,jump,land,0.674
03/01/2024,dynamic,jump,take off,0.64
17/01/2024,dynamic,agility,acceleration,0.43
26/01/2024,isometric,upper body,grapple,
28/01/2024,dynamic,sprint,acceleration,0.4345
30/01/2024,dynamic,sprint,acceleration,0.4345
31/01/2024,dynamic,sprint,max velocity,0.646
09/02/2024,dynamic,sprint,max velocity,0.637
11/02/2024,isometric,jump,take off,
13/02/2024,dynamic,agility,deceleration,0.89
23/02/2024,dynamic,upper body,pull,0.89
27/02/2024,dynamic,upper body,push,0.4445
06/03/2024,dynamic,sprint,max velocity,0.637
26/03/2024,dynamic,jump,take off,0.6525
28/03/2024,isometric,sprint,max velocity,
19/04/2024,isometric,upper body,grapple,
19/04/2024,isometric,agility,deceleration,1.1365
20/04/2024,dynamic,sprint,acceleration,0.43
23/04/2024,isometric,upper body,pull,
24/04/2024,dynamic,agility,acceleration,0.43
11/05/2024,isometric,agility,acceleration,0.52
21/05/2024,dynamic,jump,land,0.664
27/05/2024,isometric,upper body,pull,
01/06/2024,isometric,upper body,push,0.704
07/06/2024,isometric,upper body,grapple,
12/06/2024,dynamic,jump,take off,0.62
18/06/2024,isometric,upper body,grapple,
30/06/2024,isometric,jump,land,
04/07/2024,isometric,sprint,acceleration,0.46
14/07/2024,isometric,agility,deceleration,1.0395
21/07/2024,dynamic,jump,take off,0.7
22/07/2024,dynamic,jump,take off,0.709
26/07/2024,isometric,upper body,push,0.892
28/07/2024,isometric,agility,acceleration,0.685
07/08/2024,isometric,agility,acceleration,0.7305
11/08/2024,dynamic,upper body,push,0.428
12/08/2024,dynamic,jump,take off,0.723
16/08/2024,dynamic,agility,deceleration,0.852
31/08/2024,isometric,agility,acceleration,0.731
14/09/2024,dynamic,upper body,pull,0.9
19/09/2024,dynamic,upper body,pull,0.9
22/09/2024,dynamic,jump,land,0.648
22/09/2024,isometric,jump,take off,0.426
22/09/2024,dynamic,upper body,pull,0.9
22/09/2024,isometric,sprint,acceleration,0.72
23/09/2024,isometric,agility,rotate,0.613
01/10/2024,isometric,agility,deceleration,0.86
08/10/2024,isometric,jump,land,0.426
30/10/2024,dynamic,jump,pre-load,0.57
04/11/2024,isometric,agility,rotate,0.6795
06/11/2024,isometric,upper body,push,0.936
16/11/2024,isometric,agility,deceleration,0.86
18/11/2024,isometric,jump,pre-load,0.7515
22/11/2024,isometric,agility,deceleration,0.86
27/11/2024,isometric,sprint,acceleration,0.79
03/12/2024,isometric,agility,acceleration,0.796
12/12/2024,isometric,upper body,push,0.876
15/12/2024,isometric,upper body,grapple,0.68
18/12/2024,dynamic,sprint,max velocity,0.666
